Query: [u'1', u'incom', u'tax', u'reduct']
1 0 6943 0 1.21041093737 0 
1 0 6939 0 1.21041093737 0 
1 0 6938 0 1.21041093737 0 
1 0 6934 0 1.21041093737 0 
1 0 6922 0 1.21041093737 0 
1 0 6844 0 1.21041093737 0 
1 0 6817 0 1.21041093737 0 
1 0 6800 0 1.21041093737 0 
1 0 6773 0 1.21041093737 0 
1 0 6614 0 1.21041093737 0 
1 0 6579 0 1.21041093737 0 
1 0 6522 0 1.21041093737 0 
1 0 6515 0 1.21041093737 0 
1 0 6504 0 1.21041093737 0 
1 0 6491 0 1.21041093737 0 
1 0 6360 0 1.21041093737 0 
1 0 6354 0 1.21041093737 0 
1 0 6297 0 1.21041093737 0 
1 0 6293 0 1.21041093737 0 
1 0 6212 0 1.21041093737 0 
1 0 6151 0 1.21041093737 0 
1 0 6143 0 1.21041093737 0 
1 0 6129 0 1.21041093737 0 
1 0 6028 0 1.21041093737 0 
1 0 6025 0 1.21041093737 0 
1 0 6020 0 1.21041093737 0 
1 0 6007 0 1.21041093737 0 
1 0 5917 0 1.21041093737 0 
1 0 5916 0 1.21041093737 0 
1 0 5902 0 1.21041093737 0 
1 0 5867 0 1.21041093737 0 
1 0 5848 0 1.21041093737 0 
1 0 5815 0 1.21041093737 0 
1 0 5801 0 1.21041093737 0 
1 0 5738 0 1.21041093737 0 
1 0 5695 0 1.21041093737 0 
1 0 5680 0 1.21041093737 0 
1 0 5662 0 1.21041093737 0 
1 0 5658 0 1.21041093737 0 
1 0 5578 0 1.21041093737 0 
1 0 5488 0 1.21041093737 0 
1 0 5325 0 1.21041093737 0 
1 0 5306 0 1.21041093737 0 
1 0 5152 0 1.21041093737 0 
1 0 5118 0 1.21041093737 0 
1 0 5076 0 1.21041093737 0 
1 0 5072 0 1.21041093737 0 
1 0 5047 0 1.21041093737 0 
1 0 5043 0 1.21041093737 0 
1 0 10007 0 1.0 0 
1 0 9951 0 1.0 0 
1 0 9947 0 1.0 0 
1 0 9831 0 1.0 0 
1 0 9804 0 1.0 0 
1 0 9739 0 1.0 0 
1 0 9697 0 1.0 0 
1 0 9696 0 1.0 0 
1 0 9663 0 1.0 0 
1 0 9660 0 1.0 0 
1 0 9654 0 1.0 0 
1 0 9642 0 1.0 0 
1 0 9630 0 1.0 0 
1 0 9519 0 1.0 0 
1 0 9514 0 1.0 0 
1 0 9460 0 1.0 0 
1 0 9439 0 1.0 0 
1 0 9404 0 1.0 0 
1 0 9402 0 1.0 0 
1 0 9390 0 1.0 0 
1 0 9384 0 1.0 0 
1 0 9360 0 1.0 0 
1 0 9326 0 1.0 0 
1 0 9232 0 1.0 0 
1 0 9225 0 1.0 0 
1 0 9206 0 1.0 0 
1 0 9153 0 1.0 0 
1 0 9152 0 1.0 0 
1 0 9149 0 1.0 0 
1 0 9116 0 1.0 0 
1 0 9105 0 1.0 0 
1 0 9012 0 1.0 0 
1 0 8987 0 1.0 0 
1 0 8954 0 1.0 0 
1 0 8910 0 1.0 0 
1 0 8875 0 1.0 0 
1 0 8827 0 1.0 0 
1 0 8731 0 1.0 0 
1 0 8576 0 1.0 0 
1 0 8575 0 1.0 0 
1 0 8556 0 1.0 0 
1 0 8537 0 1.0 0 
1 0 8481 0 1.0 0 
1 0 8436 0 1.0 0 
1 0 8433 0 1.0 0 
1 0 8389 0 1.0 0 
1 0 8336 0 1.0 0 
1 0 8325 0 1.0 0 
1 0 8308 0 1.0 0 
1 0 8183 0 1.0 0 
1 0 8148 0 1.0 0 
1 0 8139 0 1.0 0 
1 0 8137 0 1.0 0 
1 0 8136 0 1.0 0 
1 0 8107 0 1.0 0 
1 0 8103 0 1.0 0 
1 0 8100 0 1.0 0 
1 0 8080 0 1.0 0 
1 0 8047 0 1.0 0 
1 0 8046 0 1.0 0 
1 0 8021 0 1.0 0 
1 0 7975 0 1.0 0 
1 0 7942 0 1.0 0 
1 0 7906 0 1.0 0 
1 0 7857 0 1.0 0 
1 0 7838 0 1.0 0 
1 0 7800 0 1.0 0 
1 0 7779 0 1.0 0 
1 0 7674 0 1.0 0 
1 0 7513 0 1.0 0 
1 0 7454 0 1.0 0 
1 0 7419 0 1.0 0 
1 0 7414 0 1.0 0 
1 0 7409 0 1.0 0 
1 0 7366 0 1.0 0 
1 0 7362 0 1.0 0 
1 0 7336 0 1.0 0 
1 0 7298 0 1.0 0 
1 0 7290 0 1.0 0 
1 0 7279 0 1.0 0 
1 0 7277 0 1.0 0 
1 0 7226 0 1.0 0 
1 0 7120 0 1.0 0 
1 0 7036 0 1.0 0 
1 0 7019 0 1.0 0 
1 0 6987 0 1.0 0 
1 0 6884 0 1.0 0 
1 0 6872 0 1.0 0 
1 0 6793 0 1.0 0 
1 0 6781 0 1.0 0 
1 0 6775 0 1.0 0 
1 0 6766 0 1.0 0 
1 0 6679 0 1.0 0 
1 0 6641 0 1.0 0 
1 0 6627 0 1.0 0 
1 0 6559 0 1.0 0 
1 0 6558 0 1.0 0 
1 0 6556 0 1.0 0 
1 0 6555 0 1.0 0 
1 0 6549 0 1.0 0 
1 0 6474 0 1.0 0 
1 0 6378 0 1.0 0 
1 0 6336 0 1.0 0 
1 0 6259 0 1.0 0 
1 0 6214 0 1.0 0 
1 0 6197 0 1.0 0 
1 0 6094 0 1.0 0 
1 0 6071 0 1.0 0 
1 0 5997 0 1.0 0 
1 0 5943 0 1.0 0 
1 0 5941 0 1.0 0 
1 0 5925 0 1.0 0 
1 0 5883 0 1.0 0 
1 0 5881 0 1.0 0 
1 0 5879 0 1.0 0 
1 0 5877 0 1.0 0 
1 0 5774 0 1.0 0 
1 0 5768 0 1.0 0 
1 0 5568 0 1.0 0 
1 0 5403 0 1.0 0 
1 0 5304 0 1.0 0 
1 0 5297 0 1.0 0 
1 0 5280 0 1.0 0 
1 0 5268 0 1.0 0 
1 0 5205 0 1.0 0 
1 0 5191 0 1.0 0 
1 0 5081 0 1.0 0 
1 0 5022 0 1.0 0 
1 0 5012 0 1.0 0 
1 0 10010 0 1.0 0 
1 0 9967 0 1.0 0 
1 0 9965 0 1.0 0 
1 0 9963 0 1.0 0 
1 0 9954 0 1.0 0 
1 0 9946 0 1.0 0 
1 0 9942 0 1.0 0 
1 0 9940 0 1.0 0 
1 0 9939 0 1.0 0 
1 0 9925 0 1.0 0 
1 0 9840 0 1.0 0 
1 0 9802 0 1.0 0 
1 0 9800 0 1.0 0 
1 0 9797 0 1.0 0 
1 0 9795 0 1.0 0 
1 0 9793 0 1.0 0 
1 0 9789 0 1.0 0 
1 0 9788 0 1.0 0 
1 0 9785 0 1.0 0 
1 0 9778 0 1.0 0 
1 0 9766 0 1.0 0 
1 0 9729 0 1.0 0 
1 0 9714 0 1.0 0 
1 0 9675 0 1.0 0 
1 0 9643 0 1.0 0 
1 0 9600 0 1.0 0 
1 0 9599 0 1.0 0 
1 0 9596 0 1.0 0 
1 0 9590 0 1.0 0 
1 0 9588 0 1.0 0 
1 0 9586 0 1.0 0 
1 0 9570 0 1.0 0 
1 0 9557 0 1.0 0 
1 0 9547 0 1.0 0 
1 0 9535 0 1.0 0 
1 0 9533 0 1.0 0 
1 0 9531 0 1.0 0 
